Ukprn,Name,ApplicationType,StartDate,Status,ApplicationDeterminedDate
10003979,AZESTA LIMITED,Main provider,17/05/2017,,31/03/2022
10004232,MASTER CUTTERS LIMITED T/A The Hair Academy,Main provider,17/03/2020,,31/03/2022
10000533,BARNET & SOUTHGATE COLLEGE,Main provider,13/03/2017,,31/03/2022
10082328,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Employer provider,25/03/2022,,24/02/2022
10087799,SUMO DIGITAL LTD. T/A Sumo Digital Academy,Employer provider,25/03/2022,,23/02/2022
10030265,THE SIDE BY SIDE PARTNERSHIP LIMITED T/A Side By Side Training Centre,Main provider,13/03/2017,,24/02/2022
10024054,PHOENIX4TRAINING LLP T/A Phoenix4training,Main provider,17/05/2017,,15/03/2022
10019300,INTEGER TRAINING LIMITED,Main provider,11/03/2022,,23/02/2022
10061466,EQUALS TRAINING LIMITED,Main provider,03/03/2022,,26/01/2022
10031146,SR APPRENTICESHIPS LIMITED T/A SR Education,Main provider,13/03/2017,,01/03/2022
10033209,SKILLWISE TRAINING UK LTD,Main provider,13/03/2017,,22/12/2021
10000610,BEDFORD COLLEGE,Main provider,13/03/2017,,24/02/2022
10048865,AGINCARE GROUP LIMITED,Main provider,17/05/2017,,24/02/2022
10034272,ROTHERHAM UNITED COMMUNITY SPORTS TRUST,Supporting provider,29/08/2019,,24/02/2022
10037798,CROWN VOCATIONAL TRAINING LIMITED,Main provider,13/03/2017,,24/02/2022
10049394,BESPOKE HAIRDRESSING TRAINING LIMITED,Supporting provider,25/09/2019,,24/02/2022
10026379,ARENA TRAINING CENTRE LIMITED T/A Arena Training Centre,Supporting provider,25/09/2019,,24/02/2022
10041486,NORTHWEST EDUCATION AND TRAINING LIMITED T/A Northwest Education And Training Ltd,Main provider,17/05/2017,,24/02/2022
10004140,MEAT EAST ANGLIA TRADES (IPSWICH) LIMITED T/A M.E.A.T Ipswich Limited,Main provider,17/05/2017,,24/02/2022
10008354,LITE (STOCKPORT) LIMITED,Main provider,13/03/2017,,24/02/2022
10000715,BIRMINGHAM ELECTRICAL TRAINING LTD,Main provider,13/03/2017,,24/02/2022
10065784,BLUE LION TRAINING ACADEMY LIMITED T/A BLUE LION Training Academy,Main provider,31/10/2019,,24/02/2022
10063534,UNIPART GROUP LIMITED,Supporting provider,24/02/2022,,24/02/2022
10005575,RUNSHAW COLLEGE,Main provider,13/03/2017,,24/02/2022
10036865,RIVERSIDE TRAINING (SPALDING) LTD T/A Riverside Training (Spalding),Main provider,13/03/2017,,24/02/2022
10003855,LEEDS COLLEGE OF BUILDING,Main provider,13/03/2017,,24/02/2022
10026590,FOCUS TRAINING (SW) LIMITED T/A The Focus Training Group,Main provider,13/03/2017,,24/02/2022
10019026,BALTIC TRAINING SERVICES LIMITED T/A Baltic Training Services,Main provider,13/03/2017,,24/02/2022
10002863,RIVERSIDE COLLEGE T/A Riverside College Halton,Main provider,13/03/2017,,24/02/2022
10004632,NHTA LIMITED,Main provider,13/03/2017,,24/02/2022
10062118,DURHAM COMBINED FIRE AND RESCUE AUTHORITY T/A County Durham and Darlington Fire and Rescue Service,Supporting provider,10/06/2019,,24/02/2022
10006378,STRODE COLLEGE,Main provider,13/03/2017,,24/02/2022
10009257,NORTH LONDON GARAGES GTA T/A North London Garage Group Training Association,Main provider,13/03/2017,,24/02/2022
10004603,NEWCASTLE AND STAFFORD COLLEGES GROUP T/A Newcastle and Stafford Colleges Group (NSCG) / Axia Solutions Limited,Main provider,13/03/2017,,24/02/2022
10054216,MBKB LTD T/A MBKB Training & Development,Main provider,13/03/2017,,24/02/2022
10040664,LET ME PLAY LIMITED T/A LMP Education,Main provider,13/03/2017,,24/02/2022
10031971,LDN APPRENTICESHIPS LTD T/A LDN Apprenticeships Ltd,Main provider,13/03/2017,,24/02/2022
10003347,INTEC BUSINESS COLLEGES LIMITED,Main provider,13/03/2017,,24/02/2022
10023675,IMPERIAL COLLEGE HEALTHCARE NATIONAL HEALTH SERVICE TRUST T/A Imperial College Healthcare NHS Trust,Supporting provider,29/08/2019,,24/02/2022
10082696,HISTORIC BUILDINGS AND MONUMENTS COMMISSION FOR ENGLAND T/A Historic England,Supporting provider,11/06/2019,,24/02/2022
10009059,ACCESS TRAINING LIMITED T/A Access,Main provider,13/03/2017,,24/02/2022
10047692,THOMPSON ELECTRICAL SERVICES TRAINING LIMITED T/A T.E.S.T.,Supporting provider,29/08/2019,,24/02/2022
10047111,THE APPRENTICESHIP COLLEGE LTD,Main provider,13/03/2017,,24/02/2022
10083423,STAGECOACH (SOUTH) LIMITED T/A Stagecoach South,Supporting provider,29/08/2019,,24/02/2022
10028965,SIMPLY ONE STOP LIMITED T/A Learn Plus Us,Main provider,13/03/2017,,24/02/2022
10004676,PETROC,Main provider,13/03/2017,,24/02/2022
10052607,PERFORMANCE LEARNING GROUP LTD,Main provider,13/03/2017,,24/02/2022
10041773,OXFORD ENERGY ACADEMY LIMITED,Main provider,17/05/2017,,24/02/2022
10004690,NORTH HERTFORDSHIRE COLLEGE,Main provider,13/03/2017,,24/02/2022
10029337,HARPER CRAVEN ASSOCIATES LIMITED,Main provider,30/01/2018,,24/02/2022
10004596,NEWBURY COLLEGE,Main provider,13/03/2017,,24/02/2022
10053869,LIGHTHOUSE (TRAINING AND DEVELOPMENT) LTD,Main provider,17/05/2017,,24/02/2022
10004577,NOTTINGHAM COLLEGE,Main provider,13/03/2017,,24/02/2022
10007709,YORK COLLEGE,Main provider,13/03/2017,,24/02/2022
10007553,WIRRAL METROPOLITAN COLLEGE,Main provider,13/03/2017,,24/02/2022
10007459,WESTON COLLEGE OF FURTHER AND HIGHER EDUCATION T/A University Centre Weston,Main provider,13/03/2017,,24/02/2022
10007859,WARWICKSHIRE COLLEGE,Main provider,13/03/2017,,24/02/2022
10007784,UNIVERSITY COLLEGE LONDON T/A UCL,Main provider,19/07/2019,,24/02/2022
10042241,THE IT SKILLS MANAGEMENT COMPANY LIMITED T/A Intequal,Main provider,07/04/2017,,24/02/2022
10006398,SUFFOLK NEW COLLEGE,Main provider,13/03/2017,,24/02/2022
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Main provider,13/03/2017,,24/02/2022
10038391,SORA SERVICES LIMITED,Supporting provider,13/03/2017,,24/02/2022
10042505,SOMERSET SKILLS & LEARNING CIC T/A SS&L,Main provider,13/03/2017,,23/02/2022
10022567,SIMIAN RISK MANAGEMENT LIMITED T/A Simian Skill,Main provider,13/03/2017,,23/02/2022
10005839,SIGTA LIMITED,Main provider,13/03/2017,,23/02/2022
10063519,SHELDRAKE TRAINING LIMITED,Main provider,17/05/2017,,23/02/2022
10002244,SHEFFIELD CITY COUNCIL,Main provider,13/03/2017,,23/02/2022
10005032,SALFORD CITY COLLEGE,Main provider,13/03/2017,,23/02/2022
10005509,ROCHDALE TRAINING ASSOCIATION LIMITED,Main provider,13/03/2017,,23/02/2022
10040011,RM TRAINING (UK) LIMITED T/A RM Training (UK) Ltd,Main provider,13/03/2017,,23/02/2022
10029195,RHG CONSULT LTD,Main provider,30/01/2018,,23/02/2022
10036516,QUEST TRAINING SOUTH EAST LTD,Main provider,13/03/2017,,23/02/2022
10027438,QUALITRAIN LIMITED,Main provider,13/03/2017,,23/02/2022
10021793,PATHWAY FIRST LIMITED T/A Pathway Group,Main provider,13/03/2017,,23/02/2022
10036548,PARTNERSHIP TRAINING LIMITED,Main provider,13/03/2017,,23/02/2022
10004856,OLDHAM ENGINEERING GROUP TRAINING ASSOCIATION LIMITED (THE) T/A Oldham Training Centre (OTC),Main provider,13/03/2017,,23/02/2022
10024833,NTG TRAINING LTD,Main provider,13/03/2017,,23/02/2022
10004657,NORFOLK COUNTY COUNCIL T/A Adult Learning,Main provider,17/05/2017,,23/02/2022
10004601,NEWCASTLE UPON TYNE CITY COUNCIL,Main provider,13/03/2017,,23/02/2022
10004748,NATIONAL HORSERACING COLLEGE LIMITED,Main provider,13/03/2017,,23/02/2022
10004499,NATIONAL BUSINESS COLLEGE LIMITED,Main provider,13/03/2017,,23/02/2022
10032126,MYF TRAINING LIMITED T/A MYF Training,Main provider,13/03/2017,,23/02/2022
10005264,MILLBROOK MANAGEMENT SERVICES LIMITED T/A Prostart,Main provider,17/05/2017,,23/02/2022
10003748,MARITIME + ENGINEERING COLLEGE NORTH WEST T/A The Engineering College,Main provider,13/03/2017,,23/02/2022
10027616,LINDEN MANAGEMENT (UK) LIMITED,Main provider,13/03/2017,,23/02/2022
10045077,LEARNMORE NETWORK LIMITED T/A Learnmore Network,Main provider,13/03/2017,,23/02/2022
10005077,INSPIRE EDUCATION GROUP T/A Peterborough College,Main provider,13/03/2017,,23/02/2022
10003146,HOPWOOD HALL COLLEGE,Main provider,13/03/2017,,23/02/2022
10003402,ENGINEERING TRUST TRAINING LIMITED,Main provider,13/03/2017,,23/02/2022
10002111,EAST DURHAM COLLEGE,Main provider,13/03/2017,,23/02/2022
10004695,DN COLLEGES GROUP T/A North Lindsey College,Main provider,13/03/2017,,23/02/2022
10065767,DECODED LIMITED,Main provider,25/09/2019,,23/02/2022
10001149,CAPITA PLC T/A Knowledgepool,Main provider,13/03/2017,,23/02/2022
10000415,ASKHAM BRYAN COLLEGE,Main provider,13/03/2017,,23/02/2022
10007696,YEOVIL COLLEGE,Main provider,13/03/2017,,23/02/2022
10007500,WIGAN AND LEIGH COLLEGE,Main provider,13/03/2017,,23/02/2022
10007321,WALTHAM FOREST COLLEGE,Main provider,13/03/2017,,23/02/2022
10003614,UNIVERSITY OF WINCHESTER,Main provider,17/05/2017,,23/02/2022
10007063,TRURO AND PENWITH COLLEGE,Main provider,13/03/2017,,23/02/2022
10003955,THE CITY OF LIVERPOOL COLLEGE,Main provider,13/03/2017,,23/02/2022
10006337,STOCKTON-ON-TEES BOROUGH COUNCIL,Main provider,13/03/2017,,23/02/2022
10032119,SOUTH WEST ASSOCIATION OF TRAINING PROVIDERS LIMITED,Main provider,13/03/2017,,23/02/2022
10023526,SOUTH STAFFORDSHIRE COLLEGE,Main provider,13/03/2017,,23/02/2022
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Main provider,07/04/2017,,23/02/2022
10025133,SOLVEWAY LIMITED,Main provider,13/03/2017,,23/02/2022
10005927,SMART TRAINING AND RECRUITMENT LIMITED,Main provider,13/03/2017,,23/02/2022
10064088,SMART GAS TRAINING & ASSESSMENT CENTRE LIMITED T/A Smart Gas Training and Assessment Centre,Main provider,10/12/2019,,23/02/2022
10030249,SKILLS EDGE TRAINING LTD T/A Skills Edge Training,Main provider,13/03/2017,,23/02/2022
10005891,SKILLNET LIMITED T/A Skillnet Ltd,Main provider,13/03/2017,,23/02/2022
10061833,SKILLCERT LIMITED,Main provider,13/03/2017,,23/02/2022
10048801,SHOWCASE TRAINING LTD,Main provider,13/03/2017,,23/02/2022
10005752,SERCO LIMITED,Main provider,13/03/2017,,23/02/2022
10005735,SEETEC BUSINESS TECHNOLOGY CENTRE LIMITED,Main provider,13/03/2017,,23/02/2022
10036794,SCCU LTD,Main provider,13/03/2017,,23/02/2022
10033746,SBC TRAINING LIMITED,Main provider,13/03/2017,,23/02/2022
10005488,RIVERSIDE TRAINING LIMITED,Main provider,13/03/2017,,23/02/2022
10022358,PROFOUND SERVICES LIMITED,Main provider,13/03/2017,,23/02/2022
10021391,PROFESSIONAL TRAINING SOLUTIONS LIMITED,Main provider,17/05/2017,,23/02/2022
10005200,PRESTON COLLEGE T/A Preston's College,Main provider,13/03/2017,,23/02/2022
10005101,PILOT IMS LIMITED,Main provider,13/03/2017,,23/02/2022
10008426,PGL TRAINING (PLUMBING) LIMITED,Main provider,13/03/2017,,23/02/2022
10011880,P.T.P. TRAINING LIMITED T/A Performance Through People,Main provider,13/03/2017,,23/02/2022
10043661,OPTIMUM SKILLS LIMITED,Main provider,13/03/2017,,23/02/2022
10047973,NPL MANAGEMENT LIMITED T/A National Physical Laboratory,Main provider,30/01/2018,,23/02/2022
10013515,NORTHERN CARE TRAINING LIMITED T/A Northern Care Training,Main provider,13/03/2017,,23/02/2022
10004718,NORTH WARWICKSHIRE AND SOUTH LEICESTERSHIRE COLLEGE,Main provider,13/03/2017,,23/02/2022
10004607,NEWHAM COLLEGE OF FURTHER EDUCATION,Main provider,13/03/2017,,23/02/2022
10004576,NEW COLLEGE DURHAM,Main provider,13/03/2017,,23/02/2022
10004552,NELSON AND COLNE COLLEGE,Main provider,13/03/2017,,23/02/2022
10057010,LONDON DESIGN AND ENGINEERING UTC,Main provider,17/05/2017,,23/02/2022
10003872,LEICESTERSHIRE COUNTY COUNCIL,Main provider,13/03/2017,,23/02/2022
10019314,JBC SKILLS TRAINING LIMITED,Main provider,13/03/2017,,23/02/2022
10003430,ITEC NORTH EAST LIMITED,Main provider,17/05/2017,,23/02/2022
10030099,HALLS OF IVY BEAUTY ACADEMY LIMITED,Main provider,25/09/2019,,23/02/2022
10002078,E-TRAINING LIMITED,Main provider,17/05/2017,,23/02/2022
10061407,CORNDEL LIMITED,Main provider,17/05/2017,,23/02/2022
10001115,CAMBRIDGE PROFESSIONAL ACADEMY LIMITED T/A Professional Academy,Main provider,13/03/2017,,23/02/2022
10085310,BRAILLARD TRAINING LIMITED T/A Tungsten Training Centre,Main provider,18/09/2020,,23/02/2022
10000020,5 E LTD.,Main provider,13/03/2017,,23/02/2022
10048792,PLUMS LIMITED T/A Masterclass Academy,Main provider,04/02/2022,,22/12/2021
10062493,LONDON UNDERGROUND LIMITED T/A LU Skills Development,Employer provider,02/02/2022,,22/12/2021
10005143,BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL T/A Skills & Learning Adult Community Education,Main provider,13/03/2017,,26/01/2022
10033758,IXION HOLDINGS (CONTRACTS) LIMITED,Main provider,13/03/2017,,26/01/2022
10027272,STAFF SELECT LTD T/A Nova Training,Main provider,13/03/2017,,26/01/2022
10003728,L.I.T.S. LIMITED,Main provider,13/03/2017,,26/01/2022
10004112,LOUGHBOROUGH COLLEGE,Main provider,13/03/2017,,26/01/2022
10028269,ABBEYDALE VETLINK VETERINARY TRAINING LIMITED,Main provider,17/05/2017,,26/01/2022
10001919,DCG T/A Derby College Group,Main provider,13/03/2017,,26/01/2022
10002841,HADDON TRAINING LIMITED,Main provider,13/03/2017,,26/01/2022
10000975,BUCKINGHAMSHIRE NEW UNIVERSITY,Main provider,13/03/2017,,26/01/2022
10023489,ACORN TRAINING LTD,Main provider,13/03/2017,,26/01/2022
10007315,WALSALL COLLEGE,Main provider,13/03/2017,,26/01/2022
10063978,BYGROVE PRIMARY SCHOOL T/A LETTA,Main provider,09/10/2019,,26/01/2022
10029426,ABM TRAINING (UK) LTD T/A ABM Training,Main provider,13/03/2017,,26/01/2022
10005977,SOUTH DEVON COLLEGE T/A University Centre South Devon,Main provider,13/03/2017,,26/01/2022
10080810,HARTPURY COLLEGE OF FURTHER EDUCATION T/A Hartpury College of Further Education,Main provider,12/10/2018,,26/01/2022
10009063,BUILDING CRAFTS COLLEGE,Main provider,13/03/2017,,26/01/2022
10006426,SURREY COUNTY COUNCIL,Main provider,13/03/2017,,26/01/2022
10004340,MID-KENT COLLEGE T/A MidKent College,Main provider,13/03/2017,,26/01/2022
10003406,ISLE OF WIGHT COLLEGE,Main provider,13/03/2017,,26/01/2022
10003023,"HEREFORDSHIRE, LUDLOW, AND NORTH SHROPSHIRE COLLEGE",Main provider,13/03/2017,,26/01/2022
10002852,HALESOWEN COLLEGE,Main provider,17/05/2017,,26/01/2022
10002094,"EALING, HAMMERSMITH & WEST LONDON COLLEGE T/A West London College",Main provider,13/03/2017,,26/01/2022
10001934,DERWENTSIDE COLLEGE,Main provider,13/03/2017,,26/01/2022
10024292,CENTRAL BEDFORDSHIRE COUNCIL T/A Bedfordshire Employment and Skills Service,Main provider,13/03/2017,,26/01/2022
10083146,MOBIUS PARTNERS LIMITED T/A Brighter Horizons Training and Development,Main provider,30/08/2019,,26/01/2022
10004344,MIDDLESBROUGH COLLEGE T/A Northern Skills Group,Main provider,13/03/2017,,26/01/2022
10001743,CRAVEN COLLEGE,Main provider,13/03/2017,,26/01/2022
10001005,BURY COLLEGE,Main provider,13/03/2017,,26/01/2022
10004927,ACTIVATE LEARNING,Main provider,13/03/2017,,26/01/2022
10010548,SPRINGFIELDS FUELS LIMITED,Main provider,13/03/2017,,26/01/2022
10003162,HTP APPRENTICESHIP COLLEGE LTD,Main provider,13/03/2017,,26/01/2022
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Main provider,13/03/2017,,26/01/2022
10037909,CHOICE TRAINING LTD.,Main provider,13/03/2017,,26/01/2022
10001353,CHELMSFORD COLLEGE,Main provider,13/03/2017,,26/01/2022
10007427,WEST NOTTINGHAMSHIRE COLLEGE T/A Vision West Nottinghamshire College,Main provider,13/03/2017,,26/01/2022
10007320,WALTHAM FOREST CHAMBER OF COMMERCE TRAINING TRUST LIMITED T/A WFCCTT,Main provider,13/03/2017,,26/01/2022
10002806,TQ EDUCATION AND TRAINING LIMITED,Main provider,13/03/2017,,26/01/2022
10064348,THE HAIR EDUCATION CENTRE LTD T/A The Hair Education centre,Supporting provider,30/07/2019,,26/01/2022
10049392,SWARM APPRENTICESHIPS C.I.C,Main provider,30/01/2018,,26/01/2022
10044666,SALUTEM LIMITED,Main provider,21/08/2019,,26/01/2022
10028938,PROFILE DEVELOPMENT AND TRAINING LIMITED,Main provider,13/03/2017,,26/01/2022
10004375,MILTON KEYNES COLLEGE,Main provider,13/03/2017,,26/01/2022
10003753,LAKES COLLEGE WEST CUMBRIA,Main provider,13/03/2017,,26/01/2022
10002976,HEART OF ENGLAND TRAINING LIMITED,Main provider,13/03/2017,,26/01/2022
10025384,EEF LIMITED T/A Make UK,Main provider,13/03/2017,,26/01/2022
10002131,EAST SUSSEX COUNTY COUNCIL,Main provider,13/03/2017,,26/01/2022
10001848,DARLINGTON BOROUGH COUNCIL,Main provider,13/03/2017,,26/01/2022
10001093,CALDERDALE COLLEGE,Main provider,13/03/2017,,26/01/2022
10000944,BROCKENHURST COLLEGE,Main provider,13/03/2017,,26/01/2022
10000721,BISHOP BURTON COLLEGE,Main provider,13/03/2017,,26/01/2022
10007760,"BIRKBECK COLLEGE T/A Birkbeck, University of London",Main provider,13/03/2017,,26/01/2022
10056494,BENSON-SMITH LIMITED T/A The CBS Chefs Academy,Main provider,30/01/2018,,26/01/2022
10000560,BASINGSTOKE COLLEGE OF TECHNOLOGY,Main provider,13/03/2017,,26/01/2022
10049099,ASSIST KNOWLEDGE DEVELOPMENT LIMITED,Main provider,17/05/2017,,26/01/2022
10023357,ACHIEVING EXCELLENCE UK LTD,Main provider,13/03/2017,,26/01/2022
10053076,ACADEMY FOR PROJECT MANAGEMENT LTD,Main provider,17/05/2017,,26/01/2022
10007858,UNIVERSITY OF WALES: TRINITY SAINT DAVID,Main provider,30/01/2018,,26/01/2022
10045486,TIGERS TRAINING CENTRE LIMITED T/A Henwick Court,Supporting provider,13/03/2017,,26/01/2022
10035171,THE LONDON HAIRDRESSING APPRENTICESHIP ACADEMY LIMITED T/A LHAA,Main provider,13/03/2017,,26/01/2022
10063337,THE CHIEF CONSTABLE OF NOTTINGHAMSHIRE,Supporting provider,30/01/2018,,26/01/2022
10063358,THE CHIEF CONSTABLE OF DERBYSHIRE,Supporting provider,30/01/2018,,26/01/2022
10007938,TEC PARTNERSHIP,Main provider,13/03/2017,,26/01/2022
10005398,READING BOROUGH COUNCIL T/A New Directions College - Community Learning and Skills,Main provider,13/03/2017,,26/01/2022
10025429,RAISE THE BAR LIMITED T/A Raise The Bar,Main provider,30/01/2018,,26/01/2022
10048036,PORTSMOUTH HOSPITALS NHS TRUST,Supporting provider,30/07/2019,,26/01/2022
10003385,IPS INTERNATIONAL LIMITED,Main provider,13/03/2017,,26/01/2022
10022627,IMPACT LEARNING & DATA SOLUTIONS LIMITED T/A The Training & Learning Company,Main provider,13/03/2017,,26/01/2022
10003039,HERTFORDSHIRE COUNTY COUNCIL,Main provider,13/03/2017,,26/01/2022
10002743,GRANTHAM COLLEGE,Main provider,13/03/2017,,26/01/2022
10002638,GATESHEAD COLLEGE,Main provider,13/03/2017,,26/01/2022
10002327,ESSEX COUNTY COUNCIL T/A Adult Community Learning Essex,Main provider,13/03/2017,,26/01/2022
10063954,DICK WHITE REFERRALS LIMITED,Main provider,30/01/2018,,26/01/2022
10007578,CITY OF WOLVERHAMPTON COLLEGE,Main provider,13/03/2017,,26/01/2022
10000896,BRISTOL CITY COUNCIL,Main provider,13/03/2017,,26/01/2022
10000720,BISHOP AUCKLAND COLLEGE,Main provider,13/03/2017,,26/01/2022
10054055,ASPIRE DEVELOPMENT (UK) LTD T/A ASPIRE DEVELOPMENT (UK) LTD,Main provider,13/03/2017,,26/01/2022
10043865,ADALTA DEVELOPMENT LTD,Main provider,13/03/2017,,26/01/2022
10024806,ACCESS SKILLS LTD,Main provider,13/03/2017,,26/01/2022
10030601,WEST SUFFOLK NHS FOUNDATION TRUST,Supporting provider,30/07/2019,,26/01/2022
10007292,UNIVERSAL SKILLS CENTRE LIMITED,Main provider,30/01/2018,,26/01/2022
10000952,THE SMB GROUP,Main provider,13/03/2017,,26/01/2022
10063341,THE CHIEF CONSTABLE OF NORTHAMPTONSHIRE,Supporting provider,30/01/2018,,26/01/2022
10063345,THE CHIEF CONSTABLE OF LEICESTERSHIRE,Supporting provider,30/01/2018,,26/01/2022
10065020,PROFESSIONAL APPRENTICESHIPS LTD,Main provider,06/09/2019,,26/01/2022
10055085,PAUL SHAKESHAFT T/A Yazz Hairdressing Academy,Supporting provider,30/07/2019,,26/01/2022
10062447,NORTHERN REGENERATION CIC,Main provider,03/09/2019,,26/01/2022
10004486,NACRO,Main provider,13/03/2017,,26/01/2022
10003867,LEICESTER COLLEGE,Main provider,13/03/2017,,26/01/2022
10003558,KENDAL COLLEGE,Main provider,13/03/2017,,26/01/2022
10006710,JGA LIMITED T/A The JGA Group,Main provider,13/03/2017,,26/01/2022
10003280,IN-COMM TRAINING AND BUSINESS SERVICES LIMITED,Main provider,13/03/2017,,26/01/2022
10003197,HULL BUSINESS TRAINING CENTRE LIMITED,Main provider,13/03/2017,,26/01/2022
10003193,HUGH BAIRD COLLEGE,Main provider,17/05/2017,,26/01/2022
10005426,HOUSE OF CLIVE (HAIR AND BEAUTY) LIMITED T/A Reflections Training Academy,Main provider,13/03/2017,,26/01/2022
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,Main provider,17/05/2017,,26/01/2022
10002696,GLOUCESTERSHIRE COLLEGE,Main provider,13/03/2017,,26/01/2022
10027766,EDEN TRAINING SOLUTIONS LIMITED,Main provider,13/03/2017,,26/01/2022
10002130,EAST SURREY COLLEGE T/A Orbital South Colleges,Main provider,13/03/2017,,26/01/2022
10007924,DUDLEY COLLEGE OF TECHNOLOGY,Main provider,13/03/2017,,26/01/2022
10001883,DE MONTFORT UNIVERSITY,Main provider,13/03/2017,,26/01/2022
10001850,DARLINGTON COLLEGE,Main provider,13/03/2017,,26/01/2022
10001309,COVENTRY AND WARWICKSHIRE CHAMBERS OF COMMERCE TRAINING LIMITED T/A Coventry & Warwickshire Chamber Training,Main provider,13/03/2017,,26/01/2022
10001696,CORNWALL COLLEGE,Main provider,13/03/2017,,26/01/2022
10065422,CITY SKILLS LIMITED,Main provider,23/08/2019,,26/01/2022
10013516,CITRUS TRAINING LIMITED,Main provider,25/07/2019,,26/01/2022
10001446,CIRENCESTER COLLEGE,Main provider,13/03/2017,,26/01/2022
10001123,CAMBRIDGESHIRE COUNTY COUNCIL,Main provider,17/05/2017,,26/01/2022
10001000,BURNLEY COLLEGE,Main provider,13/03/2017,,26/01/2022
10000961,BRUNEL UNIVERSITY LONDON,Main provider,13/03/2017,,26/01/2022
10000820,"BOURNEMOUTH AND POOLE COLLEGE, THE T/A The Bournemouth and Poole College",Main provider,17/05/2017,,26/01/2022
10000794,BOLTON COLLEGE,Main provider,17/05/2017,,26/01/2022
10000754,BLACKPOOL AND THE FYLDE COLLEGE,Main provider,13/03/2017,,26/01/2022
10046413,BANHAM ACADEMY LIMITED,Main provider,17/05/2017,,26/01/2022
10033536,AWC TRAINING LTD,Main provider,17/05/2017,,26/01/2022
10007759,ASTON UNIVERSITY,Main provider,13/03/2017,,26/01/2022
10005451,ARDEN UNIVERSITY LIMITED T/A Arden University,Main provider,17/05/2017,,26/01/2022
10063272,APPRENTIFY LIMITED,Main provider,30/01/2018,,26/01/2022
10057981,ADA NATIONAL COLLEGE FOR DIGITAL SKILLS,Main provider,13/03/2017,,26/01/2022
10034423,ACTIV FIRST LIMITED T/A Activfirst,Main provider,13/03/2017,,26/01/2022
10000061,ACACIA TRAINING LIMITED,Main provider,17/05/2017,,26/01/2022
10005277,SKILLS TO GROUP LIMITED T/A Skills Group,Main provider,13/03/2017,,26/01/2022
10003928,LINCOLN COLLEGE,Main provider,13/03/2017,,26/01/2022
10052832,LEIGH ACADEMIES TRUST,Main provider,06/12/2019,,26/01/2022
10054679,JLMS MANAGEMENT LTD.,Main provider,04/09/2019,,26/01/2022
10003190,HUDDERSFIELD TEXTILE TRAINING LIMITED T/A The Textile Centre of Excellence,Main provider,13/03/2017,,26/01/2022
10001004,BURTON AND SOUTH DERBYSHIRE COLLEGE,Main provider,13/03/2017,,26/01/2022
10000976,BUCKINGHAMSHIRE COUNCIL,Main provider,13/03/2017,,26/01/2022
10043793,APPRENTICE TEAM LTD,Main provider,13/03/2017,,26/01/2022
10056657,JC TRAINING & CONSULTANCY LTD,Main provider,07/01/2020,,26/01/2022
10007140,BIRMINGHAM CITY UNIVERSITY,Main provider,17/05/2017,,26/01/2022
10000536,BARNSLEY COLLEGE,Main provider,13/03/2017,,26/01/2022
10034128,ALWAYS CONSULT LTD T/A Always Consult,Main provider,13/03/2017,,26/01/2022
10022070,ALPHA CARE AGENCY LIMITED T/A Alpha Gateway College,Main provider,13/03/2017,,26/01/2022
10084912,CHANGE BOARD HOLDINGS LIMITED T/A Future Talent Learning,Main provider,23/12/2021,,02/12/2021
10041941,TIME2TRAIN LTD,Main provider,19/01/2022,,22/12/2021
10056863,APPROVED TRAINING LIMITED,Main provider,19/01/2022,,22/12/2021
10089648,SE TRAINS LIMITED T/A Southeastern Railway,Employer provider,05/01/2022,,02/12/2021
10067387,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Supporting provider,11/06/2019,,22/12/2021
10007477,WHITBY & DISTRICT FISHING INDUSTRY TRAINING SCHOOL LIMITED,Main provider,13/03/2017,,22/12/2021
10006387,STUBBING COURT TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10062335,NINE DOTS DEVELOPMENT LIMITED T/A Nine Dots Development,Main provider,19/07/2019,,22/12/2021
10003571,KEITS TRAINING SERVICES LTD T/A KEITS,Main provider,13/03/2017,,22/12/2021
10000848,APPRIS CHARITY LIMITED,Main provider,13/03/2017,,22/12/2021
10022117,DAWN HODGE ASSOCIATES LIMITED T/A DH Associates,Main provider,13/03/2017,,22/12/2021
10003919,THELIGHTBULB LTD,Main provider,13/03/2017,,22/12/2021
10001869,DAVIDSON TRAINING UK LIMITED,Main provider,13/03/2017,,22/12/2021
10003161,BABCOCK TRAINING LIMITED,Main provider,13/03/2017,,22/12/2021
10009450,VOCATIONAL TRAINING SERVICES CARE SECTOR LIMITED,Main provider,13/03/2017,,22/12/2021
10002471,EAST LINDSEY INFORMATION TECHNOLOGY CENTRE T/A First College,Main provider,13/03/2017,,22/12/2021
10006574,THE ACADEMY HAIR & BEAUTY LTD,Main provider,17/05/2017,,22/12/2021
10005894,THE SKILLS PARTNERSHIP LIMITED,Main provider,13/03/2017,,22/12/2021
