Ukprn,Name,ApplicationType,StartDate,Status,ApplicationDeterminedDate
10082321,TRELOAR TRUST T/A Treloar Trust,Supporting provider,04/08/2020,,28/07/2022
10010912,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Employer provider,13/03/2017,,28/07/2022
10059861,THE ELLIOT FOUNDATION ACADEMIES TRUST T/A THE ELLIOT FOUNDATION ACADEMIES TRUST (Academy Trust),Main provider,01/07/2020,,28/07/2022
10063325,THE CHIEF CONSTABLE OF WILTSHIRE,Supporting provider,30/01/2018,,28/07/2022
10063326,THE CHIEF CONSTABLE OF WEST YORKSHIRE,Employer provider,31/01/2020,,28/07/2022
10063328,THE CHIEF CONSTABLE OF WEST MERCIA,Supporting provider,30/01/2018,,28/07/2022
10063329,THE CHIEF CONSTABLE OF WARWICKSHIRE,Supporting provider,30/01/2018,,28/07/2022
10063343,THE CHIEF CONSTABLE OF MERSEYSIDE,Employer provider,30/01/2018,,28/07/2022
10063346,THE CHIEF CONSTABLE OF LANCASHIRE,Supporting provider,30/01/2018,,28/07/2022
10063356,THE CHIEF CONSTABLE OF DORSET,Supporting provider,30/01/2018,,28/07/2022
10063357,THE CHIEF CONSTABLE OF DEVON & CORNWALL,Supporting provider,30/01/2018,,28/07/2022
10057288,STAFFORDSHIRE COMMISSIONER FIRE AND RESCUE AUTHORITY T/A Staffordshire Fire & Rescue Service,Employer provider,30/04/2020,,28/07/2022
10042132,SPECSAVERS OPTICAL SUPERSTORES LIMITED T/A Specsavers,Employer provider,17/05/2017,,28/07/2022
10013362,SIEMENS PUBLIC LIMITED COMPANY,Main provider,13/03/2017,,28/07/2022
10085356,SIEMENS MOBILITY LIMITED,Main provider,14/09/2020,,28/07/2022
10087386,SEVERN TRENT PLC,Employer provider,12/03/2021,,28/07/2022
10083445,SERCO HOLDINGS LIMITED T/A Serco Apprenticeships,Employer provider,11/02/2020,,28/07/2022
10062910,SCREWFIX DIRECT LIMITED,Employer provider,04/10/2019,,28/07/2022
10062059,RENTOKIL INITIAL (1896) LIMITED,Employer provider,13/03/2017,,28/07/2022
10005389,RAVENSBOURNE UNIVERSITY LONDON,Main provider,17/05/2017,,28/07/2022
10065761,PARKDEAN RESORTS UK LIMITED,Employer provider,17/07/2019,,28/07/2022
10049052,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Employer provider,17/05/2017,,28/07/2022
10063508,NORTHERN POWERGRID (YORKSHIRE) PLC,Employer provider,17/05/2017,,28/07/2022
10013544,NETWORK RAIL INFRASTRUCTURE LIMITED,Employer provider,13/03/2017,,28/07/2022
10004512,NATIONAL GRID PLC,Employer provider,13/03/2017,,28/07/2022
10055902,MULTIVERSE GROUP LIMITED,Main provider,17/05/2017,,28/07/2022
10084167,LONDON GENERAL TRANSPORT SERVICES LIMITED,Employer provider,06/02/2020,,28/07/2022
10042155,LONDON AMBULANCE SERVICE NHS TRUST T/A London Ambulance Service Commercial Training,Employer provider,13/03/2017,,28/07/2022
10049737,THE MTC - ADVANCED MANUFACTURING TRAINING CENTRE LIMITED,Main provider,30/01/2018,,28/07/2022
10009095,TENDRING DISTRICT COUNCIL,Main provider,17/05/2017,,28/07/2022
10020811,SUPERDRUG STORES PLC,Employer provider,13/03/2017,,28/07/2022
10005835,SIEMENS ENERGY INDUSTRIAL TURBOMACHINERY LIMITED,Employer provider,27/08/2020,,28/07/2022
10058083,ROYAL FREE LONDON NHS FOUNDATION TRUST,Main provider,13/03/2017,,28/07/2022
10032256,OASIS CARE AND TRAINING AGENCY (OCTA) T/A SORAG Carers And Special Needs Project,Main provider,13/03/2017,,28/07/2022
10037119,NOTTINGHAMSHIRE COMBINED FIRE AND RESCUE AUTHORITY T/A Nottinghamshire Fire & Rescue Service,Employer provider,25/09/2019,,28/07/2022
10055995,MITCHELLS & BUTLERS PLC,Supporting provider,13/03/2017,,28/07/2022
10085306,LONDON NORTH EASTERN RAILWAY LIMITED,Main provider,16/04/2020,,28/07/2022
10012965,LANCASHIRE COMBINED FIRE AUTHORITY,Employer provider,04/10/2019,,28/07/2022
10082134,HOMESERVE MEMBERSHIP LIMITED,Main provider,24/04/2020,,28/07/2022
10037685,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Main provider,30/01/2018,,28/07/2022
10056776,GOVIA THAMESLINK RAILWAY LIMITED,Employer provider,23/01/2020,,28/07/2022
10082311,BISHOP FLEMING LLP,Employer provider,24/04/2020,,28/07/2022
10084400,AJ BELL BUSINESS SOLUTIONS LIMITED,Employer provider,14/09/2020,,28/07/2022
10022721,UNIVERSITY HOSPITALS OF LEICESTER NATIONAL HEALTH SERVICE TRUST,Main provider,13/03/2017,,28/07/2022
10064386,THE DORSET AND WILTSHIRE FIRE AND RESCUE AUTHORITY T/A Salamander Course,Supporting provider,23/08/2019,,28/07/2022
10063330,THE CHIEF CONSTABLE OF THAMES VALLEY,Employer provider,17/08/2017,,28/07/2022
10063334,THE CHIEF CONSTABLE OF STAFFORDSHIRE,Supporting provider,30/01/2018,,28/07/2022
10063350,THE CHIEF CONSTABLE OF HAMPSHIRE,Employer provider,30/01/2018,,28/07/2022
10065332,SYNERGY HEALTH (UK) LIMITED,Employer provider,18/09/2019,,28/07/2022
10056943,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Supporting provider,23/10/2019,,28/07/2022
10023368,SSE SERVICES PLC,Employer provider,13/03/2017,,28/07/2022
10010635,SANDWELL AND WEST BIRMINGHAM HOSPITALS NATIONAL HEALTH SERVICE TRUST,Main provider,20/12/2019,,28/07/2022
10007775,QUEEN MARY UNIVERSITY OF LONDON,Main provider,13/03/2017,,28/07/2022
10046499,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,Employer provider,17/05/2017,,28/07/2022
10034301,MERSEYSIDE FIRE AND RESCUE AUTHORITY T/A Merseyside Fire & Rescue Service,Employer provider,26/09/2019,,28/07/2022
10003724,KWIK-FIT (GB) LIMITED,Employer provider,13/03/2017,,28/07/2022
10061591,KRESTON REEVES LLP,Employer provider,17/05/2017,,28/07/2022
10025969,KMF PRECISION SHEET METAL LIMITED,Employer provider,30/01/2018,,28/07/2022
10037401,HCRG CARE SERVICES LTD T/A The Learning Enterprise,Main provider,22/11/2019,,28/07/2022
10032788,EXTEL LIMITED T/A Care Through The Millennium,Employer provider,17/05/2017,,28/07/2022
10056749,ERNST & YOUNG LLP,Employer provider,13/03/2017,,28/07/2022
10061438,CADENT GAS LIMITED T/A Cadent,Employer provider,29/05/2020,,28/07/2022
10000915,BRITISH GAS SERVICES LIMITED,Employer provider,13/03/2017,,28/07/2022
10000747,BLACKBURN COLLEGE,Main provider,13/03/2017,,28/07/2022
10008081,AWE PLC T/A Atomic Weapons Establishment,Employer provider,13/03/2017,,28/07/2022
10011018,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Main provider,13/03/2017,,28/07/2022
10063991,JET2.COM LIMITED,Employer provider,30/01/2018,,28/07/2022
10081176,HOLLAND & BARRETT RETAIL LIMITED,Employer provider,23/07/2020,,28/07/2022
10030120,HAYS TRAVEL LIMITED,Employer provider,17/05/2017,,28/07/2022
10055126,HARRIS FEDERATION,Main provider,11/02/2021,,28/07/2022
10052576,GREATER MANCHESTER COMBINED AUTHORITY,Employer provider,15/09/2017,,28/07/2022
10039882,GI GROUP RECRUITMENT LTD,Main provider,17/05/2017,,28/07/2022
10067355,DYSON TECHNICAL TRAINING LIMITED T/A Dyson Institute of Engineering and Technology,Employer provider,08/01/2020,,28/07/2022
10084602,DEXTERS LONDON LIMITED,Employer provider,23/07/2020,,28/07/2022
10049678,DECIDEBLOOM LIMITED,Employer provider,13/03/2017,,28/07/2022
10082269,CVP CONSULT LTD T/A CVP Consult,Main provider,07/04/2020,,28/07/2022
10001778,CROYDON COLLEGE,Main provider,17/05/2017,,28/07/2022
10030534,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST T/A Learning and Organisational Development,Main provider,13/03/2017,,28/07/2022
10043062,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST T/A Calderdale & Huddersfield NHS Foundation Trust,Employer provider,17/05/2017,,28/07/2022
10039958,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST T/A Birmingham Community NHS Trust,Main provider,13/03/2017,,28/07/2022
10000501,BAE SYSTEMS PLC,Employer provider,13/03/2017,,28/07/2022
10044534,ARK SCHOOLS,Main provider,26/02/2021,,28/07/2022
10083314,SPARSHATT TRUCK & VAN LIMITED,Employer provider,06/12/2019,,28/07/2022
10047255,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,Employer provider,13/08/2019,,28/07/2022
10021243,OXFORD HEALTH NHS FOUNDATION TRUST,Main provider,26/06/2020,,28/07/2022
10034346,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Employer provider,13/03/2017,,28/07/2022
10058125,MTR CORPORATION (CROSSRAIL) LIMITED T/A MTR Crossrail,Supporting provider,27/07/2021,,28/07/2022
10053637,KAREN EVANS T/A Twenty Twenty Learning,Supporting provider,04/08/2020,,28/07/2022
10001079,CNET TRAINING LIMITED T/A CNet Training,Main provider,22/07/2022,,31/05/2022
10089804,PROBUSINESS EDGE LIMITED,Main provider,13/07/2022,,31/03/2022
10040445,COMPETENCE DEVELOPMENT LIMITED,Supporting provider,31/01/2020,,11/07/2022
10063456,WILLOWS END TRAINING LIMITED,Supporting provider,31/03/2020,,07/07/2022
10066570,GINA CONWAY ACADEMY LIMITED T/A GC Academy,Supporting provider,30/07/2019,,07/07/2022
10027449,VIAMASTER TRAINING LTD,Supporting provider,17/05/2017,,07/07/2022
10067479,ACTIVE FUSION,Supporting provider,07/07/2022,,07/07/2022
10022494,MAGUIRE BUSINESS SOLUTIONS LIMITED T/A Maguire Training,Supporting provider,25/07/2019,,07/07/2022
10036378,AGANDI (UK) LTD T/A A G and I UK,Supporting provider,07/07/2022,,07/07/2022
10088452,MINISTRY OF DEFENCE POLICE,Employer provider,07/07/2022,,28/04/2022
10064146,LIVE BETTER LOCATIONS LIMITED,Main provider,23/01/2020,,07/07/2022
10047122,METAGEDU APPRENTICESHIPS LTD,Main provider,13/03/2017,,31/05/2022
10028172,2 START LIMITED,Main provider,01/07/2022,,28/04/2022
10032555,ALL DIMENSION LIMITED,Main provider,13/03/2017,,01/07/2022
10029676,WINNOVATION LIMITED,Main provider,13/03/2017,,01/07/2022
10024217,THE PRESS ASSOCIATION LIMITED T/A Press Association Training,Main provider,04/11/2019,,30/06/2022
10024686,RESOURCES (N E) LIMITED,Main provider,13/03/2017,,30/06/2022
10007143,UNIVERSITY OF DURHAM T/A Durham University,Main provider,13/03/2017,,30/06/2022
10030064,NICK CHAMBERLAIN T/A The Gold Standard,Supporting provider,17/05/2017,,30/06/2022
10083515,RIBBLE MOTOR SERVICES LIMITED T/A Stagecoach Merseyside & South Lancs,Supporting provider,25/09/2019,,30/06/2022
10083512,STAGECOACH (NORTH WEST) LIMITED T/A Stagecoach Cumbria & North Lancs,Supporting provider,23/10/2019,,30/06/2022
10083502,CHELTENHAM AND GLOUCESTER OMNIBUS COMPANY LIMITED T/A Stagecoach West,Supporting provider,25/09/2019,,30/06/2022
10004204,THE MARINE SOCIETY AND SEA CADETS T/A Marine Society College of the Sea,Main provider,07/04/2020,,30/06/2022
10063574,CIPFA BUSINESS LIMITED,Main provider,17/05/2017,,30/06/2022
10053951,ACHIEVEMENT TRAINING & SKILLS LTD,Main provider,04/08/2020,,30/06/2022
10005959,SOMERSET COUNTY COUNCIL T/A Support Services for Education,Main provider,16/04/2018,,30/06/2022
10037170,OTM APPRENTICESHIPS LTD,Main provider,09/04/2020,,30/06/2022
10063524,GREGORY DISTRIBUTION LIMITED,Supporting provider,28/02/2020,,30/06/2022
10081894,CLEVELAND TRANSIT LTD. T/A Stagecoach North East,Supporting provider,20/12/2019,,30/06/2022
10064973,AGL TRAINING LTD,Supporting provider,04/08/2020,,30/06/2022
10036134,QTS-GLOBAL LTD,Main provider,17/05/2017,,30/06/2022
10034302,NORTH OF ENGLAND TRAINING LIMITED,Main provider,30/01/2018,,30/06/2022
10024659,MANAGEMENT TRAINING & DEVELOPMENT LTD T/A MTD Training Ltd,Main provider,14/08/2020,,30/06/2022
10067347,M.W. CRIPWELL LIMITED T/A BTOL,Supporting provider,30/04/2020,,30/06/2022
10041124,TANGERINE PARTNERSHIP LIMITED,Supporting provider,17/05/2017,,30/06/2022
10083936,MERSEYRAIL ELECTRICS 2002 LIMITED,Supporting provider,27/11/2019,,30/06/2022
10053421,CAMBRIDGE MERIDIAN ACADEMIES TRUST T/A Cambridge Meridian Academies Trust (Academy Trust),Main provider,24/04/2020,,30/06/2022
10045988,OAKTHORPE PRIMARY SCHOOL T/A 2Schools Consortium,Main provider,16/04/2018,,30/06/2022
10006408,SUNDERLAND ENGINEERING TRAINING ASSOCIATION LIMITED,Main provider,13/03/2017,,30/06/2022
10083150,PURPLE BEARD LTD T/A Purple Beard Ltd,Main provider,14/08/2020,,30/06/2022
10044334,OMNI ACADEMY OF BEAUTY LIMITED,Main provider,03/09/2020,,30/06/2022
10030262,NORTHUMBRIA YOUTH ACTION LIMITED,Supporting provider,13/03/2017,,30/06/2022
10004721,NORTH KENT COLLEGE,Main provider,13/03/2017,,30/06/2022
10031399,J G W TRAINING LIMITED T/A Skills for Careers,Main provider,13/03/2017,,30/06/2022
10038872,GENIUS SOFTWARE SOLUTIONS LIMITED T/A Genius PPT,Main provider,13/03/2017,,30/06/2022
10047090,FUNCTIONAL SKILLS UK LIMITED,Main provider,17/05/2017,,30/06/2022
10045070,CHERITH SIMMONS LEARNING & DEVELOPMENT LLP,Main provider,17/05/2017,,30/06/2022
10081633,ABELLIO EAST ANGLIA LIMITED,Supporting provider,27/11/2019,,30/06/2022
10026332,DIGITAL PENINSULA NETWORK LIMITED,Main provider,29/06/2022,,28/04/2022
10006438,SUTTON AND DISTRICT TRAINING LIMITED,Main provider,29/06/2022,,31/03/2022
10087529,THE ACADEMY OF LEADERSHIP & MANAGEMENT LTD,Main provider,29/06/2022,,28/04/2022
10019711,SKILLS RECRUITMENT LIMITED T/A Skills Construction Centre,Main provider,29/06/2022,,28/04/2022
10028279,LEARNING FOR FUTURES LTD,Main provider,29/06/2022,,28/04/2022
10007792,UNIVERSITY OF EXETER,Main provider,13/03/2017,,29/06/2022
10068378,MINISTRY OF HAIR ACADEMY LIMITED T/A MINISTRY OF HAIR ACADEMY,Supporting provider,28/02/2020,,29/06/2022
10083520,MIDLAND RED (SOUTH) LIMITED T/A Stagecoach Midlands,Supporting provider,25/09/2019,,29/06/2022
10063435,JUICE TALENT DEVELOPMENT LIMITED,Main provider,17/05/2017,,29/06/2022
10042190,JANCETT CHILDCARE & JACE TRAINING LIMITED T/A JACE Training Ltd,Main provider,13/03/2017,,29/06/2022
10062064,IODA LIMITED,Main provider,30/01/2018,,29/06/2022
10040440,FLM TRAINING LTD,Main provider,13/03/2017,,29/06/2022
10001831,DAMAR LIMITED T/A Damar Training,Main provider,13/03/2017,,29/06/2022
10001116,CAMBRIDGE REGIONAL COLLEGE,Main provider,13/03/2017,,29/06/2022
10034212,BPIF TRAINING LIMITED,Main provider,03/09/2020,,29/06/2022
10054573,ARROW CARE TRAINING LTD,Supporting provider,13/03/2017,,29/06/2022
10064562,APA PROCUREMENT TRAINING LIMITED,Main provider,28/02/2020,,29/06/2022
10031131,ALTHAUS DIGITAL LIMITED,Main provider,28/08/2020,,29/06/2022
10006842,THE UNIVERSITY OF LIVERPOOL,Main provider,30/01/2018,,29/06/2022
10040417,PIER TECHNOLOGY LTD T/A Pier Training,Main provider,20/12/2019,,29/06/2022
10038931,PENSHAW VIEW TRAINING LIMITED,Main provider,13/03/2017,,29/06/2022
10016401,NHBC SERVICES LIMITED T/A NHBC Training Services,Main provider,07/08/2020,,29/06/2022
10004144,MACCLESFIELD COLLEGE,Main provider,13/03/2017,,29/06/2022
10082152,LEADING RESULTS LIMITED,Supporting provider,27/11/2019,,29/06/2022
10062713,INSPIRE PLUS,Supporting provider,17/05/2017,,29/06/2022
10040812,HARPER ADAMS UNIVERSITY,Main provider,13/03/2017,,29/06/2022
10029731,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST T/A Great Ormond Street Hospital For Children NHS Trust,Supporting provider,13/03/2017,,29/06/2022
10064216,EXCEED ACADEMIES TRUST,Main provider,30/01/2018,,29/06/2022
10063764,E.L.M ACADEMY LTD,Supporting provider,20/12/2019,,29/06/2022
10038292,CROYDON SCHOOL OF ACCOUNTANCY AND MANAGEMENT LIMITED T/A Croydon School Of Accountancy And Management Ltd,Main provider,20/07/2020,,29/06/2022
10056737,CONTRACTING SERVICES (EDUCATION AND SKILLS) LIMITED T/A Management Training Plus,Main provider,31/03/2020,,29/06/2022
10054033,COMMUNITY FIRST ACADEMY TRUST T/A Kingsbridge EIP SCITT,Main provider,30/01/2018,,29/06/2022
10030870,CAPTIVA LEARNING LIMITED,Main provider,13/03/2017,,29/06/2022
10042884,BOSCH AUTOMOTIVE SERVICE SOLUTIONS LTD T/A Bosch Automotive Service Solutions Limited,Main provider,13/03/2017,,29/06/2022
10036194,AVEREE LTD T/A Averee Limited,Main provider,14/08/2020,,29/06/2022
10082883,ABELLIO LONDON LTD,Supporting provider,06/10/2021,,29/06/2022
10054006,QUALIA AESTHETICS LIMITED T/A Quaila Academy,Main provider,27/08/2020,,29/06/2022
10032616,QOMMUNICATE LTD,Main provider,13/03/2017,,29/06/2022
10054804,PRIMARY GOAL LTD,Main provider,17/05/2017,,29/06/2022
10062217,POTATO LANE PROJECTS LIMITED,Supporting provider,29/06/2020,,29/06/2022
10035178,PLYMOUTH ARGYLE FOOTBALL IN THE COMMUNITY TRUST,Main provider,14/04/2020,,29/06/2022
10005124,PLUMPTON COLLEGE,Main provider,13/03/2017,,29/06/2022
10054833,ORANGE MOON TRAINING LIMITED T/A Orange Moon Training,Main provider,30/01/2018,,29/06/2022
10004797,NOTTINGHAM TRENT UNIVERSITY,Main provider,13/03/2017,,29/06/2022
10007011,NORTHAMPTON COLLEGE,Main provider,13/03/2017,,29/06/2022
10085035,MONMOUTH PARTNERS LIMITED,Supporting provider,30/04/2020,,29/06/2022
10030102,MERIT SKILLS LIMITED,Main provider,19/12/2019,,29/06/2022
10043533,LEWTAY TRAINING LIMITED T/A Lewtay Training,Main provider,13/03/2017,,29/06/2022
10059102,INSPIRING FUTURES THROUGH LEARNING T/A Inspiring Futures Through Learning (Academy Trust),Main provider,16/04/2018,,29/06/2022
10029736,IGNITE SPORT UK LIMITED,Main provider,28/02/2020,,29/06/2022
10080843,GREENLIGHT TRAINING LIMITED,Main provider,18/09/2020,,29/06/2022
10046997,GLP TRAINING LTD,Main provider,13/03/2017,,29/06/2022
10029332,ELEV8 TRAINING LIMITED,Main provider,30/01/2020,,29/06/2022
10062212,DRL SERVICES LTD,Main provider,29/01/2020,,29/06/2022
10085454,COMMUNICATE WELL LIMITED,Supporting provider,04/08/2020,,29/06/2022
10055891,CHARTERED INSTITUTE OF CREDIT MANAGEMENT T/A CICM Credit Academy,Supporting provider,31/01/2020,,29/06/2022
10038922,CAPITAL 4 TRAINING LIMITED,Main provider,17/05/2017,,29/06/2022
10085899,BUSY BEES EDUCATION & TRAINING LIMITED T/A Busy Bees Education and Training,Main provider,05/10/2020,,29/06/2022
10054118,BESPOKE CONSULTANCY & EDUCATION LIMITED,Main provider,13/03/2017,,29/06/2022
10084762,BAE SYSTEMS SURFACE SHIPS LIMITED T/A BAE SYSTEMS SURFACE SHIPS TRAINING,Supporting provider,29/06/2020,,29/06/2022
10065596,AUTO-ASSESS LIMITED T/A Auto Assess,Main provider,15/01/2021,,29/06/2022
10032728,ACTIVE LUTON,Supporting provider,04/08/2020,,29/06/2022
10047071,ACHIEVING FOR CHILDREN COMMUNITY INTEREST COMPANY,Main provider,23/07/2020,,29/06/2022
10031126,1ST2 ACHIEVE TRAINING LIMITED,Main provider,24/09/2019,,29/06/2022
10065933,EMPENTIS LIMITED,Main provider,30/01/2018,,02/12/2021
10034527,NEXTSTEP TRAINING LIMITED,Main provider,23/01/2020,,26/01/2022
10005886,SKERN LODGE LIMITED,Main provider,27/08/2020,,17/06/2022
10035881,EAS MECHANICAL LIMITED,Main provider,16/06/2022,,28/04/2022
10047679,CREATIVE PROCESS DIGITAL LTD,Main provider,13/03/2017,,15/06/2022
10024962,LUMINATE EDUCATION GROUP,Main provider,13/03/2017,,15/06/2022
10033408,CORNWALL MARINE NETWORK LIMITED T/A Cornwall Marine Network Ltd,Main provider,17/05/2017,,14/06/2022
10054946,UK SKILLS ACADEMY LIMITED T/A UK Skills Academy,Main provider,30/01/2018,,14/06/2022
10022493,"FULLAGAR CONSTRUCTION SKILLS CENTRE LTD T/A Fullagar Construction Skills Centre ",Main provider,10/06/2022,,28/04/2022
10007772,EDINBURGH NAPIER UNIVERSITY,Main provider,04/12/2020,,31/05/2022
10055824,DULSON TRAINING LIMITED,Supporting provider,31/05/2022,,31/05/2022
10082050,"EAST KENT ROAD CAR COMPANY,LIMITED T/A Stagecoach South East",Supporting provider,25/09/2019,,31/05/2022
10037687,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST T/A Doncaster and Bassetlaw Hospitals National Health Service Foundation Trust,Supporting provider,25/09/2019,,31/05/2022
10083516,GREATER MANCHESTER BUSES SOUTH LIMITED T/A Stagecoach Manchester,Supporting provider,25/09/2019,,31/05/2022
10083517,LINCOLNSHIRE ROAD CAR COMPANY LIMITED T/A Stagecoach East Midlands,Supporting provider,25/09/2019,,31/05/2022
10083518,THAMES TRANSIT LIMITED T/A Stagecoach Oxfordshire,Supporting provider,25/09/2019,,31/05/2022
10033109,ICA COMMERCIAL SERVICES LIMITED,Supporting provider,30/01/2018,,31/05/2022
10000460,AUTOMOTIVE TRANSPORT TRAINING LIMITED,Supporting provider,30/01/2018,,31/05/2022
10027513,HERMES PARCELNET LIMITED T/A Hermes LGV Training School,Supporting provider,31/03/2020,,31/05/2022
10030947,BALFOUR BEATTY UTILITY SOLUTIONS LIMITED,Supporting provider,29/05/2020,,31/05/2022
10066572,BENCHMARK TRAINING LIMITED,Supporting provider,29/05/2020,,31/05/2022
10085493,NORTHERN TRAINS LIMITED,Main provider,16/04/2020,,31/05/2022
10085193,POTENTIAL REALISED - HR & TRAINING LIMITED T/A Potential Realised,Main provider,29/10/2020,,31/05/2022
10085130,CELLAR TAPES UK LTD T/A Cellar Recruitment & Training,Main provider,25/09/2020,,31/05/2022
10084933,PHYSICAL EDUCATION & ACTIVE KIDS LTD,Main provider,14/08/2020,,31/05/2022
10082140,SKILLS OFFICE NETWORK LTD,Main provider,23/07/2020,,31/05/2022
10066553,KENT SCHOOL OF VETERINARY NURSING LIMITED T/A Kent School of Veterinary Nursing Ltd,Main provider,29/07/2020,,31/05/2022
10066498,BRIGHT BEES NURSERY LTD T/A Scope Early Years,Main provider,14/08/2020,,31/05/2022
10065710,GEM PARTNERSHIP LIMITED,Main provider,30/01/2018,,31/05/2022
10063515,DAVE SHURMER T/A Plymouth and Cornwall Training,Main provider,26/11/2019,,31/05/2022
10062322,INTELLIGENCIA TRAINING LIMITED,Main provider,17/05/2017,,31/05/2022
10062042,FIRST INTUITION BRISTOL LIMITED,Main provider,13/03/2017,,31/05/2022
10062041,SKILLS4STEM LTD.,Main provider,17/05/2017,,31/05/2022
10061865,CONSALIA LIMITED,Main provider,16/10/2019,,31/05/2022
10058228,THE PRIORY FEDERATION OF ACADEMIES T/A THE PRIORY FEDERATION OF ACADEMIES (Academy Trust),Main provider,17/05/2017,,31/05/2022
10058111,FUEL LEARNING LIMITED,Main provider,13/03/2017,,31/05/2022
10058059,THE MANAGEMENT ACADEMY LTD T/A TMA,Main provider,17/05/2017,,31/05/2022
10056738,FIRST INTUITION LIMITED,Main provider,13/03/2017,,31/05/2022
10056050,FIRST INTUITION LEEDS LIMITED,Main provider,30/01/2018,,31/05/2022
10055883,CLIFFORD COLLEGE LTD T/A Clifford College,Main provider,17/05/2017,,31/05/2022
10055777,HTFT PARTNERSHIP LIMITED,Main provider,17/05/2017,,31/05/2022
10055749,WISER ACADEMY LIMITED T/A Wiser Academy,Main provider,17/05/2017,,31/05/2022
10055054,COMPLETE LEAN SOLUTIONS LIMITED,Main provider,13/03/2017,,31/05/2022
10054819,CREATIVE SPORT & LEISURE LTD,Main provider,13/03/2017,,31/05/2022
10052863,FE BUSINESS LIMITED,Main provider,02/06/2017,,31/05/2022
10052638,EDUCATION AND SKILLS TRAINING & DEVELOPMENT LIMITED T/A Education and Skills,Main provider,13/03/2017,,31/05/2022
10052473,TENDEAN LIMITED T/A Tendean,Main provider,13/03/2017,,31/05/2022
10052437,THE EDUCATION AND SKILLS PARTNERSHIP LTD,Main provider,13/03/2017,,31/05/2022
10048380,GINGER NUT MEDIA LIMITED T/A Ginger Nut Training,Main provider,13/03/2017,,31/05/2022
10046850,BLUE SKY ASSESSING & CONSULTANCY LTD,Main provider,30/01/2018,,31/05/2022
10046677,SPORTING FUTURES TRAINING (UK) LTD T/A Sporting Futures Training,Main provider,13/03/2017,,31/05/2022
10046672,JAG TRAINING LIMITED T/A JAG Training,Main provider,13/03/2017,,31/05/2022
10046149,DAVIES LEARNING SOLUTIONS LIMITED,Main provider,13/03/2017,,31/05/2022
10044607,BOOM TRAINING LIMITED T/A Boom Training,Main provider,17/05/2017,,31/05/2022
10044457,I & F LIMITED,Main provider,13/03/2017,,31/05/2022
10044419,PROFESSIONAL DEVELOPMENT AND TRAINING LTD,Main provider,23/10/2019,,31/05/2022
10044025,FLOORSKILLS LIMITED,Main provider,17/08/2020,,31/05/2022
10042003,FIRST INTUITION CHELMSFORD LIMITED,Main provider,13/03/2017,,31/05/2022
10041891,EMA TRAINING LIMITED,Main provider,17/05/2017,,31/05/2022
10040775,NOWSKILLS LIMITED,Main provider,13/03/2017,,31/05/2022
10040334,SYSTEM PEOPLE LIMITED T/A SP Training and System People,Main provider,13/03/2017,,31/05/2022
10039956,THE UNIVERSITY OF LAW LIMITED T/A The University of Law,Main provider,17/05/2017,,31/05/2022
10038982,KNOWLEDGEBRIEF LIMITED,Main provider,17/05/2017,,31/05/2022
10038183,INSPIRE MIDDLESEX COLLEGE LTD,Main provider,13/03/2017,,31/05/2022
10038165,WMC TRAINING LTD,Main provider,17/05/2017,,31/05/2022
10037751,CONSTRUCTION AND PLANT ASSESSMENTS LTD T/A Construction and Plant Assessments,Main provider,17/05/2017,,31/05/2022
10037723,EXCEL TRAINING LIMITED T/A Excel Training,Main provider,13/03/2017,,31/05/2022
10037289,WORKPAYS LIMITED T/A Workpays,Main provider,13/03/2017,,31/05/2022
10037213,CHAMELEON VOCATIONAL TRAINING LIMITED,Main provider,13/03/2017,,31/05/2022
10034952,CROSBY MANAGEMENT TRAINING LTD T/A Crosby Management Training,Main provider,17/05/2017,,31/05/2022
10034940,JUST IT TRAINING LIMITED,Main provider,13/03/2017,,31/05/2022
10034931,BRIGHTER BEGINNINGS DAY NURSERY LIMITED,Main provider,13/03/2017,,31/05/2022
10034887,DEERE APPRENTICESHIPS LTD,Main provider,13/03/2017,,31/05/2022
10034416,CSR SCIENTIFIC TRAINING LIMITED,Main provider,13/03/2017,,31/05/2022
10034037,THE EQUESTRIAN LEARNING ACADEMY LIMITED T/A The Equestrian Learning Academy,Main provider,20/02/2020,,31/05/2022
10033815,GREY SEAL ACADEMY LIMITED,Main provider,13/03/2017,,31/05/2022
10033710,BRIGHT DIRECTION TRAINING LIMITED,Main provider,13/03/2017,,31/05/2022
10032931,INTERTRAIN UK LTD.,Main provider,13/03/2017,,31/05/2022
